Completed Date,Task Title,Project Title
2021-10-18 13:37:05+00:00,Do Duolingo,Life
2021-10-18 13:47:45+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-18 13:47:50+00:00,Meal prep,Life
2021-10-18 14:22:10+00:00,Do Laundry,Life
2021-10-18 16:37:20+00:00,Make bed,Life
2021-10-18 21:08:35+00:00,Do Dishes,Inbox
2021-10-18 21:29:49+00:00,Clean Litter Box,Life
2021-10-18 21:30:42+00:00,Water Plants,Life
2021-10-18 21:44:30+00:00,Track Writing Time,EED
2021-10-18 21:49:07+00:00,Select writing goals,EED
2021-10-19 14:47:01+00:00,Exercise,Life
2021-10-19 14:53:37+00:00,Do Duolingo,Life
2021-10-19 14:55:17+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-19 15:21:08+00:00,Prepare for Class,Teaching
2021-10-19 15:27:23+00:00,Track Work Time,EED
2021-10-20 14:30:24+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-20 14:31:18+00:00,Exercise,Life
2021-10-20 14:34:47+00:00,Do Duolingo,Life
2021-10-20 14:45:45+00:00,Research Universities,Inbox
2021-10-20 15:09:20+00:00,Do Dishes,Inbox
2021-10-20 15:16:50+00:00,Clean Litter Box,Life
2021-10-20 15:18:09+00:00,Do Laundry,Life
2021-10-20 15:18:53+00:00,Water Plants,Life
2021-10-20 16:08:12+00:00,Make bed,Life
2021-10-20 17:52:00+00:00,Peer Review of Teaching,ESEPSY 7404 - College Teaching
2021-10-20 17:55:22+00:00,Week 10 - Teaching with Technology,ESEPSY 7404 - College Teaching
2021-10-20 17:59:49+00:00,“How Technology Can Improve Learner-Centered Teaching” in Faculty Focus,ESEPSY 7404 - College Teaching
2021-10-20 18:09:41+00:00,“10 Principles of Effective Online Teaching” in Faculty Focus,ESEPSY 7404 - College Teaching
2021-10-20 18:09:42+00:00,"Mayer, R. E. (2014) Research-based principles for designing multimedia instruction. In V. A. Benassi, C. E. Overson, & C. M. Hakala (Eds.), Applying science of learning in education: Infusing psychological science into the curriculum. Retrieved from the Society for the Teaching of Psychology: [Society for the Teaching of Psychology - asle2014](https://teachpsych.org/ebooks/asle2014/index.php)",ESEPSY 7404 - College Teaching
2021-10-21 15:51:38+00:00,Exercise,Life
2021-10-21 15:58:49+00:00,Do Duolingo,Life
2021-10-21 15:58:50+00:00,Therapy,Life
2021-10-21 16:18:21+00:00,Prepare for Class,Teaching
2021-10-21 16:19:59+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-21 16:25:20+00:00,Make bed,Life
2021-10-21 16:41:22+00:00,Week 9: Submit topic and 1+ learning outcome for Microteaching II,FABENG 7220 - Engineering Teaching
2021-10-22 16:57:17+00:00,Week 10: Draft teaching statement,FABENG 7220 - Engineering Teaching
2021-10-22 18:50:21+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-22 19:28:11+00:00,Do Dishes,Inbox
2021-10-23 19:48:53+00:00,Make bed,Life
2021-10-23 19:48:57+00:00,Take Out Trash,Life
2021-10-23 21:35:41+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-23 21:38:26+00:00,Do Laundry,Life
2021-10-23 21:40:03+00:00,Do Duolingo,Life
2021-10-23 22:09:57+00:00,Water Plants,Life
2021-10-23 22:11:39+00:00,Clean Litter Box,Life
2021-10-23 22:39:55+00:00,Vacuum,Life
2021-10-23 22:40:01+00:00,Water Plants,Life
2021-10-24 15:50:26+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-24 15:58:36+00:00,Meal prep,Life
2021-10-24 16:08:38+00:00,Do Duolingo,Life
2021-10-24 17:18:51+00:00,Figure out classes,Inbox
2021-10-24 17:22:02+00:00,Track Work Time,EED
2021-10-24 17:23:39+00:00,Track Writing Time,EED
2021-10-24 18:44:00+00:00,Week 11: Faculty interview report brief,FABENG 7220 - Engineering Teaching
2021-10-24 18:48:27+00:00,Write for Dissertation,EED
2021-10-24 18:52:24+00:00,Reach out to one person,Inbox
2021-10-24 18:56:56+00:00,Craft 1:1 Agenda,EED
2021-10-25 03:21:48+00:00,Job Search,Life
2021-10-25 03:21:49+00:00,Update CV,Life
2021-10-25 14:30:19+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-25 16:02:06+00:00,Do Duolingo,Life
2021-10-25 16:02:10+00:00,Exercise,Life
2021-10-25 16:02:17+00:00,Select writing goals,EED
2021-10-25 16:02:24+00:00,Do Dishes,Inbox
2021-10-25 16:02:34+00:00,Take Out Trash,Life
2021-10-25 17:29:15+00:00,Prepare for Class,Teaching
2021-10-25 17:33:26+00:00,Make bed,Life
2021-10-25 17:41:18+00:00,Schedule glasses,Inbox
2021-10-25 19:25:20+00:00,Schedule Article,The Renegade Coder
2021-10-25 23:34:16+00:00,Ch. 4 in HLW,ESEPSY 7404 - College Teaching
2021-10-26 00:36:26+00:00,Ch. 5 in WTBCTD,ESEPSY 7404 - College Teaching
2021-10-26 00:47:03+00:00,Setup Eclipse for Grading,Teaching
2021-10-26 01:10:23+00:00,Grade Outstanding Projects,Teaching
2021-10-26 01:19:21+00:00,Write for Dissertation,EED
2021-10-27 02:43:03+00:00,Exercise,Life
2021-10-27 02:43:11+00:00,Make bed,Life
2021-10-27 02:43:22+00:00,Schedule Classes,Life
2021-10-27 02:59:38+00:00,Do Duolingo,Life
2021-10-27 02:59:45+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-28 01:37:54+00:00,Exercise,Life
2021-10-28 01:38:03+00:00,Clean Litter Box,Life
2021-10-28 01:38:04+00:00,Do Laundry,Life
2021-10-28 01:38:06+00:00,Exercise,Life
2021-10-28 01:38:11+00:00,Pick Up Exams,Teaching
2021-10-28 01:38:12+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-28 03:08:32+00:00,Make bed,Life
2021-10-28 03:08:49+00:00,Do Duolingo,Life
2021-10-29 16:49:41+00:00,Do Dishes,Inbox
2021-10-29 16:49:43+00:00,Exercise,Life
2021-10-29 16:50:10+00:00,Water Plants,Life
2021-10-29 16:50:23+00:00,Prepare for Class,Teaching
2021-10-29 16:50:25+00:00,Do Hacktoberfest,The Renegade Coder
2021-10-29 16:56:14+00:00,Take Out Trash,Life
2021-10-29 16:56:17+00:00,Therapy,Life
2021-10-29 18:11:01+00:00,Do Duolingo,Life
2021-11-01 15:38:58+00:00,Vacuum,Life
2021-11-01 15:39:02+00:00,Do Laundry,Life
2021-11-01 15:39:04+00:00,Do Hacktoberfest,The Renegade Coder
2021-11-01 15:39:22+00:00,Do Hacktoberfest,The Renegade Coder
2021-11-01 15:39:27+00:00,Do Dishes,Inbox
2021-11-01 16:37:32+00:00,Do Duolingo,Life
2021-11-01 16:40:00+00:00,Track Writing Time,EED
2021-11-01 16:40:02+00:00,Select writing goals,EED
2021-11-01 16:40:13+00:00,Take Out Trash,Life
2021-11-01 16:40:15+00:00,Meal prep,Life
2021-11-01 16:40:16+00:00,Update Newsletter,The Renegade Coder
2021-11-01 16:45:39+00:00,Make bed,Life
2021-11-02 18:42:21+00:00,Exercise,Life
2021-11-02 18:42:26+00:00,Prepare for Class,Teaching
2021-11-02 18:59:42+00:00,Make bed,Life
2021-11-03 16:51:32+00:00,Prepare for Class,Teaching
2021-11-03 16:51:38+00:00,Schedule Article,The Renegade Coder
2021-11-03 17:59:47+00:00,Exercise,Life
2021-11-03 17:59:49+00:00,Make bed,Life
2021-11-04 02:46:49+00:00,Do Duolingo,Life
2021-11-04 02:46:58+00:00,Take Out Trash,Life
2021-11-04 02:47:10+00:00,Do Dishes,Inbox
2021-11-04 03:02:48+00:00,Prepare for Class,Teaching
2021-11-05 02:29:22+00:00,Do Duolingo,Life
2021-11-05 02:29:25+00:00,Make bed,Life
2021-11-05 02:29:25+00:00,Therapy,Life
2021-11-05 02:29:27+00:00,Exercise,Life
2021-11-05 02:29:35+00:00,Teaching Strategy Handout,ESEPSY 7404 - College Teaching
2021-11-08 01:26:25+00:00,Update list of Contacts,Inbox
2021-11-08 01:26:30+00:00,Do Laundry,Life
2021-11-08 01:26:30+00:00,Make bed,Life
2021-11-08 01:26:31+00:00,Vacuum,Life
2021-11-08 01:26:31+00:00,Schedule Glasses Pickup,Life
2021-11-08 01:26:32+00:00,Clean Litter Box,Life
2021-11-08 01:26:37+00:00,Do Dishes,Inbox
2021-11-08 01:26:37+00:00,Take Out Trash,Life
2021-11-08 18:18:09+00:00,Exercise,Life
2021-11-08 18:18:24+00:00,Meal prep,Life
2021-11-08 18:33:57+00:00,Do Duolingo,Life
2021-11-08 19:28:06+00:00,Do Laundry,Life
2021-11-08 19:34:21+00:00,Make bed,Life
2021-11-08 19:53:26+00:00,Track Writing Time,EED
2021-11-08 19:53:27+00:00,Track Work Time,EED
2021-11-08 19:53:28+00:00,Select writing goals,EED
2021-11-08 19:55:39+00:00,Craft 1:1 Agenda,EED
2021-11-08 20:17:49+00:00,Schedule Patreon Post,The Renegade Coder
2021-11-08 20:17:57+00:00,Schedule Patreon Post,The Renegade Coder
2021-11-08 20:18:03+00:00,Schedule Patreon Post,The Renegade Coder
2021-11-08 20:21:26+00:00,Schedule Patreon Post,The Renegade Coder
2021-11-09 03:51:18+00:00,Write for Dissertation,EED
2021-11-09 17:28:16+00:00,Make bed,Life
2021-11-09 17:30:40+00:00,Do Dishes,Inbox
2021-11-09 17:30:47+00:00,Exercise,Life
2021-11-09 17:32:13+00:00,Do Duolingo,Life
2021-11-09 20:00:40+00:00,Prepare for Class,Teaching
2021-11-09 20:18:01+00:00,Website Maintenance,The Renegade Coder
2021-11-10 16:51:31+00:00,Exercise,Life
2021-11-10 17:22:33+00:00,Make bed,Life
2021-11-10 18:44:44+00:00,Prepare for Class,Teaching
2021-11-10 18:44:47+00:00,Schedule Article,The Renegade Coder
2021-11-10 19:33:05+00:00,Clean Litter Box,Life
2021-11-10 19:35:48+00:00,Do Duolingo,Life
2021-11-11 02:20:02+00:00,"Week 13 - Learning Environment, Part 1",ESEPSY 7404 - College Teaching
2021-11-11 02:34:29+00:00,Week 12: Micro-teaching II,FABENG 7220 - Engineering Teaching
2021-11-12 03:22:33+00:00,Schedule Article,The Renegade Coder
2021-11-12 03:23:46+00:00,Do Laundry,Life
2021-11-12 03:23:46+00:00,Make bed,Life
2021-11-12 03:23:46+00:00,Therapy,Life
2021-11-12 03:23:56+00:00,Write for Dissertation,EED
2021-11-14 22:01:42+00:00,Do Dishes,Inbox
2021-11-14 22:01:47+00:00,Vacuum,Life
2021-11-14 22:01:49+00:00,Take Out Trash,Life
2021-11-14 22:04:17+00:00,Clean Litter Box,Life
2021-11-14 22:09:25+00:00,Make bed,Life
2021-11-14 23:13:54+00:00,Meal prep,Life
2021-11-14 23:13:58+00:00,Do Laundry,Life
2021-11-14 23:14:27+00:00,Exercise,Life
2021-11-15 18:32:56+00:00,Exercise,Life
2021-11-15 18:34:16+00:00,"Ch. 4, Ch. 6 in WTBCTD",ESEPSY 7404 - College Teaching
2021-11-15 18:34:17+00:00,Ch. 6 in HLW,ESEPSY 7404 - College Teaching
2021-11-15 18:34:18+00:00,Ch. 1-5 in Whistling Vivaldi,ESEPSY 7404 - College Teaching
2021-11-15 18:41:57+00:00,Make bed,Life
2021-11-15 18:45:33+00:00,Take Out Trash,Life
2021-11-15 21:12:26+00:00,Do Duolingo,Life
2021-11-16 00:01:52+00:00,Do Dishes,Inbox
2021-11-16 01:32:58+00:00,Track Writing Time,EED
2021-11-16 01:33:29+00:00,Select writing goals,EED
2021-11-16 18:31:25+00:00,Prepare for Class,Teaching
2021-11-17 04:57:07+00:00,Exercise,Life
2021-11-17 04:57:07+00:00,Do Duolingo,Life
2021-11-17 04:57:10+00:00,Make bed,Life
2021-11-17 17:34:15+00:00,Exercise,Life
2021-11-17 17:35:51+00:00,Do Duolingo,Life
2021-11-17 17:43:40+00:00,Do Laundry,Life
2021-11-17 17:47:00+00:00,Week 13: Peer review of 3 draft teaching statements,FABENG 7220 - Engineering Teaching
2021-11-17 17:53:36+00:00,Make bed,Life
2021-11-17 19:46:55+00:00,Clean Litter Box,Life
2021-11-18 17:04:00+00:00,Make bed,Life
2021-11-18 17:04:01+00:00,Therapy,Life
2021-11-18 17:04:06+00:00,Exercise,Life
2021-11-18 17:07:00+00:00,Do Duolingo,Life
2021-11-18 17:40:49+00:00,Prepare for Class,Teaching
2021-11-18 17:40:50+00:00,Do Dishes,Inbox
2021-11-21 18:10:36+00:00,Ch. 6-11 in Whistling Vivaldi,ESEPSY 7404 - College Teaching
2021-11-21 18:10:38+00:00,"Carroll, J. (2005). Strategies for becoming more explicit. In J. Carroll & J. Ryan (Eds.), Teaching international students: Improving learning for all (pp. 26-34). London: Routledge.",ESEPSY 7404 - College Teaching
2021-11-21 18:10:40+00:00,"Week 14 - Learning Environment, Part 2",ESEPSY 7404 - College Teaching
2021-11-21 18:10:43+00:00,Writing Across Borders film clip [Writing Across Borders Part 2 (High Quality Version)](https://youtu.be/vabyE1a2I7E),ESEPSY 7404 - College Teaching
2021-11-21 18:11:34+00:00,Do Laundry,Life
2021-11-21 18:14:52+00:00,Take Out Trash,Life
2021-11-21 18:15:58+00:00,Clean Litter Box,Life
2021-11-21 18:16:01+00:00,Do Dishes,Inbox
2021-11-21 18:16:09+00:00,Make bed,Life
2021-11-21 18:28:33+00:00,Vacuum,Life
2021-11-21 20:21:20+00:00,Do Duolingo,Life
2021-11-21 20:24:22+00:00,Track Writing Time,EED
2021-11-21 20:24:32+00:00,Select writing goals,EED
2021-11-21 20:27:17+00:00,Track Work Time,EED
2021-11-21 20:37:15+00:00,Reach out to one person,Inbox
2021-11-21 22:29:20+00:00,Meal prep,Life
2021-11-22 16:02:04+00:00,Week 14: Draft diversity statement,FABENG 7220 - Engineering Teaching
2021-11-22 16:02:26+00:00,Clean Litter Box,Life
2021-11-22 16:02:26+00:00,Take Out Trash,Life
2021-11-24 22:33:42+00:00,Make bed,Life
2021-11-24 22:33:44+00:00,Prepare for Class,Teaching
2021-11-24 22:33:57+00:00,Therapy,Life
2021-11-24 22:34:00+00:00,Schedule Article,The Renegade Coder
2021-11-25 00:02:56+00:00,Prof Dev,ESEPSY 7404 - College Teaching
2021-11-25 00:05:32+00:00,Craft 1:1 Agenda,EED
2021-11-25 00:54:53+00:00,Do Laundry,Life
2021-11-25 00:56:22+00:00,Do Dishes,Inbox
2021-11-25 00:58:02+00:00,Prepare for Class,Teaching
2021-11-25 01:00:39+00:00,Do Duolingo,Life
2021-11-25 01:29:16+00:00,Take Out Trash,Life
2021-11-25 01:58:01+00:00,Clean Litter Box,Life
2021-11-28 04:41:51+00:00,Do Duolingo,Life
2021-11-28 04:41:51+00:00,Make bed,Life
2021-11-28 04:41:51+00:00,Do Laundry,Life
2021-11-29 03:14:17+00:00,Do Dishes,Inbox
2021-11-29 03:14:19+00:00,Exercise,Life
2021-11-29 03:14:22+00:00,Meal prep,Life
2021-11-29 03:14:22+00:00,Vacuum,Life
2021-11-29 03:14:26+00:00,Clean Litter Box,Life
2021-11-29 03:14:26+00:00,Take Out Trash,Life
2021-11-29 03:41:43+00:00,Do Duolingo,Life
2021-11-29 18:33:44+00:00,Write for Dissertation,EED
2021-11-29 19:13:15+00:00,Track Writing Time,EED
2021-11-29 19:13:18+00:00,Select writing goals,EED
2021-11-29 19:13:56+00:00,"Conclusion, HLW",ESEPSY 7404 - College Teaching
2021-11-29 19:13:57+00:00,"Epilogue, WTBCTD",ESEPSY 7404 - College Teaching
2021-11-29 19:13:58+00:00,"Brookfield, S. D. (2017). Negotiating the risks of critical reflection. In Becoming a Critically Reflective Teacher. San Francisco, CA: Jossey-Bass.",ESEPSY 7404 - College Teaching
2021-11-29 19:13:58+00:00,"McKeachie, W. J. (2002). Vitality and growth throughout your teaching career. In Teaching Tips. Boston: Houghton Mifflin.",ESEPSY 7404 - College Teaching
2021-11-29 19:13:59+00:00,"Winstanley, N. (2014). What can we learn from self-doubt?",ESEPSY 7404 - College Teaching
2021-11-29 22:23:03+00:00,Make bed,Life
2021-11-29 22:23:11+00:00,Reach out to one person,Inbox
2021-11-29 22:24:08+00:00,Do Laundry,Life
2021-11-30 05:44:40+00:00,Do Duolingo,Life
2021-11-30 05:44:47+00:00,Prepare for Class,Teaching
2021-12-01 00:33:31+00:00,Update Newsletter,The Renegade Coder
2021-12-01 00:33:37+00:00,Exercise,Life
2021-12-01 00:33:39+00:00,Make bed,Life
2021-12-01 17:30:11+00:00,Exercise,Life
2021-12-01 17:32:00+00:00,Do Duolingo,Life
2021-12-01 17:32:26+00:00,Make bed,Life
2021-12-01 17:37:53+00:00,Take Out Trash,Life
2021-12-01 17:43:12+00:00,Do Dishes,Inbox
2021-12-01 17:51:18+00:00,Schedule Prescription,Inbox
2021-12-01 19:28:34+00:00,Clean Litter Box,Life
2021-12-02 19:02:10+00:00,Schedule Article,The Renegade Coder
2021-12-02 19:02:22+00:00,Therapy,Life
2021-12-02 20:16:32+00:00,Exercise,Life
2021-12-02 20:16:33+00:00,Do Duolingo,Life
2021-12-02 20:16:38+00:00,Prepare for Class,Teaching
2021-12-02 20:23:18+00:00,Make bed,Life
2021-12-02 20:23:19+00:00,Do Laundry,Life
2021-12-03 18:01:59+00:00,Make bed,Life
2021-12-03 18:04:03+00:00,Do Duolingo,Life
2021-12-03 18:47:49+00:00,Letter of Recommendation,Inbox
2021-12-04 18:18:46+00:00,Do Dishes,Inbox
2021-12-04 18:20:12+00:00,Do Duolingo,Life
2021-12-04 18:47:41+00:00,Clean Litter Box,Life
2021-12-05 20:50:06+00:00,Do Duolingo,Life
2021-12-05 20:50:09+00:00,Meal prep,Life
2021-12-05 20:50:09+00:00,Do Laundry,Life
2021-12-05 20:52:43+00:00,Take Out Trash,Life
2021-12-05 23:01:05+00:00,"Week 16: Revised teaching statement, course questionnaire",FABENG 7220 - Engineering Teaching
2021-12-05 23:02:37+00:00,Track Writing Time,EED
2021-12-05 23:04:50+00:00,Track Work Time,EED
2021-12-06 22:04:07+00:00,Select writing goals,EED
2021-12-08 02:42:40+00:00,Review Teaching Statements,FABENG 7220 - Engineering Teaching
2021-12-08 02:42:50+00:00,Do Dishes,Inbox
2021-12-08 02:42:52+00:00,Prepare for Class,Teaching
2021-12-08 02:43:11+00:00,Vacuum,Life
2021-12-08 02:43:13+00:00,Make bed,Life
2021-12-08 02:45:00+00:00,Do Duolingo,Life
2021-12-08 02:46:20+00:00,Exercise,Life
2021-12-08 02:49:42+00:00,Schedule Patreon Post,The Renegade Coder
2021-12-08 03:05:43+00:00,Schedule Patreon Post,The Renegade Coder
2021-12-08 03:10:15+00:00,Schedule Patreon Post,The Renegade Coder
2021-12-08 03:12:09+00:00,Schedule Patreon Post,The Renegade Coder
2021-12-09 06:25:24+00:00,Read Meritocracy Shit,EED
2021-12-09 14:31:41+00:00,Prepare for Class,Teaching
2021-12-09 22:23:43+00:00,Exercise,Life
2021-12-09 22:23:46+00:00,Make bed,Life
2021-12-09 22:23:50+00:00,Take Out Trash,Life
2021-12-09 22:23:54+00:00,Write for Dissertation,EED
2021-12-10 03:35:26+00:00,Do Duolingo,Life
2021-12-10 03:35:30+00:00,Schedule Article,The Renegade Coder
2021-12-10 21:42:19+00:00,Do Laundry,Life
2021-12-10 22:17:28+00:00,Do Dishes,Inbox
2021-12-10 22:29:40+00:00,Make bed,Life
2021-12-10 22:29:40+00:00,Craft 1:1 Agenda,EED
2021-12-10 22:33:26+00:00,Write for Dissertation,EED
2021-12-10 22:33:27+00:00,Clean Litter Box,Life
2021-12-12 03:47:28+00:00,Do Duolingo,Life
2021-12-12 03:47:33+00:00,Take Out Trash,Life
2021-12-12 19:54:48+00:00,Do Laundry,Life
2021-12-12 19:58:17+00:00,Meal prep,Life
2021-12-12 22:32:28+00:00,Final Reflection Paper,ESEPSY 7404 - College Teaching
2021-12-12 22:32:28+00:00,Teaching Statement Final,ESEPSY 7404 - College Teaching
2021-12-14 03:03:33+00:00,Do Duolingo,Life
2021-12-14 03:04:23+00:00,Make bed,Life
2021-12-14 18:03:15+00:00,Make bed,Life
2021-12-14 21:12:03+00:00,Do Dishes,Inbox
2021-12-14 21:13:50+00:00,Do Duolingo,Life
2021-12-14 21:16:02+00:00,Clean Litter Box,Life
2021-12-14 21:29:37+00:00,Vacuum,Life
2021-12-14 21:29:40+00:00,Take Out Trash,Life
2021-12-14 21:29:41+00:00,Exercise,Life
2021-12-15 01:01:22+00:00,Do Dishes,Inbox
2021-12-15 01:01:28+00:00,Schedule Article,The Renegade Coder
2021-12-15 02:38:24+00:00,Track Writing Time,EED
2021-12-15 02:38:38+00:00,Select writing goals,EED
2021-12-16 03:33:43+00:00,CAREER Meeting Scheduling,EED
2021-12-16 03:33:45+00:00,Clean Transcripts,EED
2021-12-16 03:33:47+00:00,Read (Mis)framing by Eric Cech,EED
2021-12-16 03:33:49+00:00,Read The Brighter Side of Human Nature by Kohn,EED
2021-12-16 03:33:50+00:00,Send to TA,Inbox
2021-12-16 03:37:52+00:00,Send to TA,Teaching
2021-12-16 03:37:53+00:00,does this work?,Teaching
2021-12-19 20:24:23+00:00,Exercise,Life
2021-12-19 20:24:26+00:00,Make bed,Life
2021-12-19 20:24:26+00:00,Do Duolingo,Life
2021-12-19 20:24:28+00:00,Do Laundry,Life
2021-12-19 20:24:38+00:00,Do Dishes,Inbox
2021-12-19 20:24:38+00:00,Take Out Trash,Life
2021-12-19 20:24:38+00:00,Clean Litter Box,Life
2021-12-22 21:47:32+00:00,Craft 1:1 Agenda,EED
2021-12-22 21:47:37+00:00,Schedule Article,The Renegade Coder
2021-12-22 21:50:11+00:00,Do Duolingo,Life
2021-12-22 21:50:29+00:00,Select writing goals,EED
2021-12-22 21:58:56+00:00,Meal prep,Life
2021-12-22 23:03:35+00:00,Make bed,Life
2021-12-22 23:03:40+00:00,Take Out Trash,Life
2021-12-22 23:03:41+00:00,Do Dishes,Inbox
2021-12-31 04:47:21+00:00,Vacuum,Life
2021-12-31 04:47:21+00:00,Do Duolingo,Life
2021-12-31 04:47:21+00:00,Clean Litter Box,Life
2021-12-31 04:47:21+00:00,Do Laundry,Life
2021-12-31 04:47:21+00:00,Exercise,Life
2021-12-31 04:47:25+00:00,Do Dishes,Inbox
2021-12-31 04:47:25+00:00,Make bed,Life
2021-12-31 04:47:25+00:00,Take Out Trash,Life
2021-12-31 04:47:27+00:00,Meal prep,Life
2021-12-31 04:47:38+00:00,Select writing goals,EED
2021-12-31 21:30:46+00:00,Schedule Article,The Renegade Coder
2021-12-31 21:32:53+00:00,Update Newsletter,The Renegade Coder
2021-12-31 21:33:18+00:00,Do Dishes,Inbox
2021-12-31 21:33:18+00:00,Make bed,Life
2021-12-31 21:43:40+00:00,Do Duolingo,Life
2022-01-03 20:49:59+00:00,Clean Litter Box,Life
2022-01-03 20:50:02+00:00,Meal prep,Life
2022-01-03 20:50:46+00:00,Do Dishes,Inbox
2022-01-03 20:53:01+00:00,Make bed,Life
2022-01-03 20:54:20+00:00,Do Laundry,Life
2022-01-03 20:58:22+00:00,Reach out to one person,Inbox
2022-01-03 20:58:40+00:00,Schedule YouTube Video,The Renegade Coder
2022-01-03 20:58:43+00:00,Schedule Trombone Article,The Renegade Coder
2022-01-03 21:00:00+00:00,Do Duolingo,Life
2022-01-03 21:12:21+00:00,Clean Litter Box,Life
2022-01-03 21:17:18+00:00,Vacuum,Life
2022-01-03 21:34:21+00:00,Exercise,Life
2022-01-04 01:21:07+00:00,Schedule Patreon Post,The Renegade Coder
2022-01-04 01:21:16+00:00,Schedule Patreon Post,The Renegade Coder
2022-01-04 01:29:02+00:00,Schedule Patreon Post,The Renegade Coder
2022-01-04 01:29:09+00:00,Schedule Patreon Post,The Renegade Coder
2022-01-04 03:43:33+00:00,Schedule Patreon Post,The Renegade Coder
2022-01-04 19:26:47+00:00,Schedule Article,The Renegade Coder
2022-01-04 22:04:14+00:00,Exercise,Life
2022-01-04 22:04:15+00:00,Make bed,Life
2022-01-04 22:09:01+00:00,Do Duolingo,Life
2022-01-06 05:20:30+00:00,Do Duolingo,Life
2022-01-06 05:20:32+00:00,Submit GATA,Teaching
2022-01-07 15:59:42+00:00,Write Recommendation Letter,Teaching
2022-01-07 19:49:57+00:00,Write Recommendation Letter,Teaching
2022-01-07 19:50:02+00:00,Do Laundry,Life
2022-01-07 22:11:05+00:00,Make bed,Life
2022-01-07 22:11:11+00:00,Exercise,Life
2022-01-07 22:11:11+00:00,Take Out Trash,Life
2022-01-07 22:11:14+00:00,Do Dishes,Life
2022-01-10 00:46:27+00:00,Do Duolingo,Life
2022-01-10 00:46:29+00:00,Do Laundry,Life
2022-01-10 00:46:29+00:00,Clean Litter Box,Life
2022-01-10 00:46:32+00:00,Meal prep,Life
2022-01-10 00:46:32+00:00,Do Dishes,Life
2022-01-10 16:57:02+00:00,Make bed,Life
2022-01-10 16:57:14+00:00,Track Work Time,EED
2022-01-11 15:11:10+00:00,Exercise,Life
2022-01-11 15:11:15+00:00,Write for Dissertation,EED
2022-01-11 15:11:17+00:00,Track Writing Time,EED
2022-01-11 15:11:18+00:00,Select writing goals,EED
2022-01-11 15:12:21+00:00,Do Laundry,Life
2022-01-11 15:29:53+00:00,Make bed,Life
2022-01-12 03:45:28+00:00,Do Duolingo,Life
2022-01-12 15:22:02+00:00,Make bed,Life
2022-01-12 15:22:05+00:00,Exercise,Life
2022-01-12 22:20:51+00:00,Clean Litter Box,Life
2022-01-13 01:40:53+00:00,Schedule Article,The Renegade Coder
2022-01-13 01:46:47+00:00,Take Out Trash,Life
2022-01-13 02:04:18+00:00,Do Duolingo,Life
2022-01-13 15:04:46+00:00,Exercise,Life
2022-01-13 15:04:54+00:00,Make bed,Life
2022-01-13 15:04:57+00:00,Do Laundry,Life
2022-01-13 15:07:15+00:00,Do Duolingo,Life
2022-01-13 15:16:22+00:00,Vacuum,Life
2022-01-14 02:05:32+00:00,Read ES Introduction,Ethnography
2022-01-14 02:05:36+00:00,Complete What is ethnography?,Ethnography
2022-01-15 17:15:21+00:00,Do Duolingo,Life
2022-01-15 17:30:30+00:00,Write for Dissertation,EED
2022-01-15 17:43:10+00:00,Clean Litter Box,Life
2022-01-15 18:50:16+00:00,Make bed,Life
2022-01-15 23:06:39+00:00,Take Out Trash,Life
2022-01-15 23:06:39+00:00,Do Dishes,Life
2022-01-15 23:06:50+00:00,Vacuum,Life
2022-01-16 16:11:22+00:00,Read FN chapter 1,Ethnography
2022-01-16 16:38:53+00:00,Read FN Chapter 2,Ethnography
2022-01-17 15:00:49+00:00,Do Laundry,Life
2022-01-17 18:49:04+00:00,Do Duolingo,Life
2022-01-17 18:53:14+00:00,Track Writing Time,EED
2022-01-17 18:53:16+00:00,Write for Dissertation,EED
2022-01-17 18:53:19+00:00,Make bed,Life
2022-01-17 18:53:26+00:00,Meal prep,Life
2022-01-17 18:53:26+00:00,Select writing goals,EED
2022-01-18 21:30:01+00:00,Exercise,Life
2022-01-18 21:30:04+00:00,Do Dishes,Life
2022-01-18 22:16:35+00:00,Complete Minor Assignment 2,Ethnography
2022-01-18 22:16:40+00:00,Read ES Chapters 1 & 2,Ethnography
2022-01-18 22:19:17+00:00,Do Duolingo,Life
2022-01-18 22:19:30+00:00,Make bed,Life
2022-01-18 22:19:32+00:00,Write for Dissertation,EED
2022-01-19 01:59:48+00:00,Lab Assignment 1,Educational Statistics
2022-01-20 00:01:45+00:00,Schedule Article,The Renegade Coder
2022-01-20 00:01:55+00:00,Exercise,Life
2022-01-20 00:10:29+00:00,Do Duolingo,Life
2022-01-20 00:10:33+00:00,Make bed,Life
2022-01-22 15:37:58+00:00,Exercise,Life
2022-01-22 16:29:08+00:00,Do Duolingo,Life
2022-01-22 16:53:20+00:00,Do Dishes,Life
2022-01-22 17:18:36+00:00,Do Laundry,Life
